6382420093152036,2,28,1
5281590702685537,6,26,2
5108750765604731,10,28,3
3561992850047161,11,28,4
5048373098738135,1,25,5
5100174262397186,6,30,6
503807268233281000,9,24,7
676222279335961000,10,25,8
6387590691545016,12,23,9
5135656028263107,3,31,10
201799601119096,9,25,11
3579569001776185,12,29,12
3558554223309309,3,31,13
3544007850720907,8,25,14
30023210750903,2,24,15
3571640827676533,8,22,16
67718059046680200,1,23,17
3536699488345907,4,21,18
4844754836427876,7,26,19
5502565357279342,6,29,20
3541485486243978,11,27,21
3547795894979466,12,30,22
5641826654700568,11,24,23
3530863302028398,7,21,24
3530876267798292,10,29,25
3534265243788674,10,27,26
30041646360659,8,32,27
5602251572085876,10,19,28
3544621225947845,4,27,29
3542218246096959,3,21,30
3547976402466093,8,28,31
4905719572500869,8,31,32
3582456802950497,8,30,33
3539212916609972,11,24,34
3539116112971435,11,32,35
5610242129171921,4,22,36
3554901907409299,6,32,37
30329482854269,4,26,38
6762790887449880000,7,25,39
36418215365513,9,28,40
5100137352743767,2,26,41
5602254916654712,12,27,42
5352850101340728,9,26,43
3539630124208693,10,25,44
374283932918329,5,24,45
3584035785021944,9,24,46
5602214055331000000,8,28,47
3585275040555208,8,24,48
348036270317493,9,27,49
3553972293906926,12,26,50
4917383875136529,12,24,51
3530514329782422,5,26,52
3536597001133687,7,21,53
340340491976436,11,23,54
5325990044471885,12,23,55
675998704370663000,5,21,56
3578090641552481,4,31,57
5300349690449894,1,24,58
5007663805434955,12,27,59
201587680831529,3,24,60
3562141434701401,1,25,61
3587279050961957,7,25,62
201488400533364,6,24,63
6393498012078851,11,23,64
3550883681702459,4,26,65
4508117593401350,11,31,66
3529370332374324,7,27,67
3553166897712232,10,25,68
564182183981836000,2,27,69
3529705016355182,4,25,70
5487057411534879,11,29,71
3544678579298712,4,30,72
4917543375973412,1,27,73
4405821055906053,4,27,74
5110303905403253,8,29,75
3586906411213154,9,22,76
3581539600760159,1,27,77
3582841108766509,1,26,78
3556302061928885,11,26,79
5602249480367980,7,25,80
5038237774713730000,9,31,81
5108753897944421,3,29,82
56109066618268100,12,30,83
201544262921848,6,26,84
3558722500572747,3,27,85
604996759747545,9,21,86
67631391687684000,4,24,87
3577459876323192,7,25,88
3587608393794297,4,23,89
3585267649436104,8,29,90
6331109807954200000,12,29,91
3584770128628662,7,24,92
63046699716448000,8,22,93
4867179614167,7,25,94
3551683715164067,3,22,95
5384530735501653,5,28,96
5602258399497861,5,26,97
4962869127966,3,28,98
3545255296926567,3,21,99
3552966126524295,6,23,100
6331109539023123,4,27,101
5100144772992545,11,25,102
3537237726397155,6,20,103
4917682573500096,6,24,104
6396382886444257,3,23,105
3583670791770836,3,24,106
3574987194823454,2,24,107
6763341861214000000,3,31,108
6331106203694130,10,29,109
5002355267007495,12,28,110
201828187248712,11,26,111
201920248812584,5,28,112
3585463713501275,11,25,113
6709511219904940000,4,27,114
5463657147556381,5,29,115
3532065645663380,12,30,116
5048376640704901,8,25,117
374288985521953,8,27,118
3574181595847581,10,23,119
4405433539573952,5,23,120
5610736458038049,9,28,121
4041599430063,1,27,122
6304512308732902,1,25,123
67713227378480400,2,29,124
3545291876286528,11,25,125
3539384525510519,8,27,126
5461918076872781,3,23,127
3550460239557915,6,25,128
3545226054722522,1,27,129
3539249600697954,3,19,130
30423818430066,6,24,131
374283782413157,3,26,132
3556475230022291,11,27,133
5610013326868787,5,24,134
3575669143703305,7,26,135
374622537358714,12,24,136
4548946828783899,4,28,137
3549383150554717,9,28,138
3579161842561339,11,28,139
675942368876330000,10,27,140
5018216655640309,4,26,141
56022232575818600,7,21,142
5602243192332020000,9,27,143
4248760967092,8,27,144
5342372379033581,11,22,145
345301296157635,8,26,146
3585660273212280,10,25,147
5598167951824410,6,24,148
3576769794729473,5,22,149
564182697680963000,8,25,150
201432390970715,11,28,151
3582165271946304,3,22,152
30153250636207,4,29,153
3562266738130740,7,23,154
374622589772747,9,26,155
201805933961301,5,21,156
3564849749069268,10,28,157
3545289807695908,7,28,158
3546581385196252,9,27,159
3564904725320449,9,27,160
4041595529207,11,25,161
3583627333655149,4,31,162
3530657540547726,8,23,163
6397069270073938,11,20,164
5291423554647322,9,25,165
56107809711256300,3,25,166
4175007535989970,6,24,167
3589628372483256,10,22,168
3543369362495829,10,25,169
3584423837611237,1,19,170
201818639167545,6,29,171
3528668512656597,6,27,172
67090718559540700,12,22,173
633316166078132000,2,27,174
6334834968186573,7,23,175
5595517462488852,7,29,176
6374167865386389,11,22,177
3528419769927707,2,26,178
3540949099827882,6,27,179
3576508704375435,6,24,180
4097465204115,7,21,181
5602247037272158,7,26,182
3563317046175478,4,26,183
375983110994062,8,31,184
374622668492894,11,30,185
4508651154240690,7,26,186
3528232843180809,8,29,187
3543095931482952,9,24,188
5602222378322607,2,23,189
3565495437694378,3,30,190
3558707050816461,10,29,191
6759396145835882,4,26,192
3536345643818772,12,24,193
5108750740123088,9,22,194
3552717961987943,2,24,195
503820571215104000,7,30,196
3544606440492289,6,28,197
5100171436362971,10,29,198
